,ground_truth_output,num_queries,original_output,original_score,original_text,perturbed_output,perturbed_score,perturbed_text,result_type
66,1.0,150.0,1.0,0.4290676712989807,"The [[territory's]] editor in chief is a billionaire who seemed to believe in pedophilia dating back a century. His pronouncements were echoed by other upper - crust Egyptian clerics. Hosni Mubarak, who had to leave the country in 2011 after a 4 - 1 / 2 - year jail term, called for "" protecting the young of the nation. "" Others decried the way some Egyptian men behaved. Wafa Basha, president of the Egyptian Mass Spectator Council, recently said the ban on girls under puberty had "" really drawn a new crowd of people, quite big, a lot of them attracted to the idea of youth culture, "" he told the Times. Even by annual standards, legalizing discrimination is a watershed moment, one that demonstrates both how arbitrary the country's patchwork codes of Shari'a are and the limits of political power. As tensions mount, analysts say the",0.0,0.7230363488197327,"The [[future]] editor in chief is a billionaire who seemed to believe in pedophilia dating back a century. His pronouncements were echoed by other upper - crust Egyptian clerics. Hosni Mubarak, who had to leave the country in 2011 after a 4 - 1 / 2 - year jail term, called for "" protecting the young of the nation. "" Others decried the way some Egyptian men behaved. Wafa Basha, president of the Egyptian Mass Spectator Council, recently said the ban on girls under puberty had "" really drawn a new crowd of people, quite big, a lot of them attracted to the idea of youth culture, "" he told the Times. Even by annual standards, legalizing discrimination is a watershed moment, one that demonstrates both how arbitrary the country's patchwork codes of Shari'a are and the limits of political power. As tensions mount, analysts say the",Successful
68,1.0,517.0,1.0,0.0068947672843933105,"UPDATE ) It [[seems]] Google's budget - [[minded]] efforts aren't over. Today, we can reveal that Android 7. 0 Nougat is [[scheduled]] for [[immediate]] availability for premium Nexus devices that are [[running]] the [[latest]] stable release of the Android OS. According to the [[Android]] P reviewer embargo, the Nougat update for both Nexus devices has been [[pushed]] [[back]] [[due]] to "" ton of testing. "" Google has pushed out an [[update]] to the build for Nexus 5X with Android [[7]]. [[0]] to "" Summer of 2017 "" including a new launcher, Oreo - compatible commands, and app compatibility updates. [[Check]] out these screenshots in the gallery below : Previously, [[Google]] [[began]] rolling out Nougat to the Nexus 5 for [[Nexus]] 5 phones in the U. S. and US - Verizon and was [[recently]] rolled out to the Nexus 6P in the US and European countries.",0.0,0.5122354030609131,"UPDATE ) It [[hope]] Google's budget - [[pushing]] efforts aren't over. Today, we can reveal that Android 7. 0 Nougat is [[going]] for [[new]] availability for premium Nexus devices that are [[nearing]] the [[last]] stable release of the Android OS. According to the [[part]] P reviewer embargo, the Nougat update for both Nexus devices has been [[push]] [[ahead]] [[subject]] to "" ton of testing. "" Google has pushed out an [[extend]] to the build for Nexus 5X with Android [[seven]]. [[03]] to "" Summer of 2017 "" including a new launcher, Oreo - compatible commands, and app compatibility updates. [[laying]] out these screenshots in the gallery below : Previously, [[was]] [[pushed]] rolling out Nougat to the Nexus 5 for [[cell]] 5 phones in the U. S. and US - Verizon and was [[however]] rolled out to the Nexus 6P in the US and European countries.",Successful
70,1.0,295.0,1.0,0.006733775138854981,"Mayor [[says]] she is determined to create new space to expand former beach and bike shops [[With]] news of having to close shops to maximize other retail [[areas]] at NW Taft Ave. and if storefronts [[could]] potentially be rented to sell family items, Cartley more than zeroed in on developing the top half of the 12th Street bike dock, with space for a parking deck. Entering the maze - like [[site]] for the project were plans to include a live / work space as well as retail on the second floor. [[According]] to Cartley, conversations with apartments, a few offices, and "" home ranges "" have shown a high likelihood of some sort of housing production over time. "" I'd really like to have a few studios and one bed rooms there, "" she said. "" I want to keep it in the mix of folks who love bikes. "" In recent years, the adjacent children's playground at Helen R. Roca Blv",0.0,0.5143295526504517,"Mayor [[states]] she is determined to create new space to expand former beach and bike shops [[amid]] news of having to close shops to maximize other retail [[spaces]] at NW Taft Ave. and if storefronts [[someday]] potentially be rented to sell family items, Cartley more than zeroed in on developing the top half of the 12th Street bike dock, with space for a parking deck. Entering the maze - like [[terrain]] for the project were plans to include a live / work space as well as retail on the second floor. [[adjacent]] to Cartley, conversations with apartments, a few offices, and "" home ranges "" have shown a high likelihood of some sort of housing production over time. "" I'd really like to have a few studios and one bed rooms there, "" she said. "" I want to keep it in the mix of folks who love bikes. "" In recent years, the adjacent children's playground at Helen R. Roca Blv",Successful
73,1.0,165.0,1.0,0.4102519750595093,"President Barack Obama. But while the fiery Congressman would like to extend the ban, it may not be enough to stop ISIS recruitment attempts. Obama has been caught in the no - fly zone for nearly six weeks now, and that may help persuade many who have been radicalized to stay on the extremist side. Ryan was also conspicuously silent when it came to taking ISIS seriously despite appearing at the White House with Barack [[Obama's]] press secretary. The Congressman referenced ISIS as ISIS and didn't bring up the potential threat of the U. S. targeting innocent civilians. There are plenty of facts to dispute that assertion and here's a review of CNN's report from December of last year : According to the report, ISIS has turned to three countries as recruiting grounds — Somalia, Yemen, and Algeria. The most recent report on ISIS in Syria announced last week that ISIS was raiding and killing Sunni tribesmen for recruiting",0.0,0.8076441287994385,"President Barack Obama. But while the fiery Congressman would like to extend the ban, it may not be enough to stop ISIS recruitment attempts. Obama has been caught in the no - fly zone for nearly six weeks now, and that may help persuade many who have been radicalized to stay on the extremist side. Ryan was also conspicuously silent when it came to taking ISIS seriously despite appearing at the White House with Barack [[being]] press secretary. The Congressman referenced ISIS as ISIS and didn't bring up the potential threat of the U. S. targeting innocent civilians. There are plenty of facts to dispute that assertion and here's a review of CNN's report from December of last year : According to the report, ISIS has turned to three countries as recruiting grounds — Somalia, Yemen, and Algeria. The most recent report on ISIS in Syria announced last week that ISIS was raiding and killing Sunni tribesmen for recruiting",Successful
74,1.0,296.0,1.0,0.017424941062927246,"One person, [[whose]] identity is not known, went to the police last week. Brotherhood has repeatedly come under attack in recent years, from rival groups and Islamists. Earlier this [[month]], the Islamic State posted a video of its militants meeting inside a Masjid al - Haram mosque in the city of Jiddah, complaining that its members had not been allowed to enter, embarrassing the Saudi authorities. Masjid al - Haram, which is under the patronage of Saudi [[Arabia's]] [[monarchy]], has been central to its security since its founding by the Makkans in the late 1970s. Faisal [[said]] that as part of police investigations into the targeting of Muslims and faithfuls across the country, more than 200 Saudi activists are currently on suicide watchlists. [[The]] judges that sign off these names have recently made 11 such suggestions, he [[said]]. Attacks on Saudi civilians by extremists or [[state]] executioners during the [[past]] decade began to increase",0.0,0.6124871969223022,"One person, [[your]] identity is not known, went to the police last week. Brotherhood has repeatedly come under attack in recent years, from rival groups and Islamists. Earlier this [[sunday]], the Islamic State posted a video of its militants meeting inside a Masjid al - Haram mosque in the city of Jiddah, complaining that its members had not been allowed to enter, embarrassing the Saudi authorities. Masjid al - Haram, which is under the patronage of Saudi [[deposed]] [[monarchs]], has been central to its security since its founding by the Makkans in the late 1970s. Faisal [[reported]] that as part of police investigations into the targeting of Muslims and faithfuls across the country, more than 200 Saudi activists are currently on suicide watchlists. [[those]] judges that sign off these names have recently made 11 such suggestions, he [[continued]]. Attacks on Saudi civilians by extremists or [[mass]] executioners during the [[last]] decade began to increase",Successful
76,1.0,224.0,1.0,0.10228627920150757,"Over two decades, small ad groups have built their business not by competing more aggressively, but by showcasing much larger groups. They've [[cut]] expenses to cut costs, and funded advertising strategies that keep smaller and often cheaper ad spots top of mind with millennial audiences. New horizontal digital marketers may face some headwinds. [[While]] they can cut out the middleman and use the top - performing shows to make individual ad buys, they might struggle with the slice of the market where they only want to buy one ad spot, so their ad is the same placement during both the traditional TV commercials and live broadcast. Most traditional advertisers can afford to use only one or two spots during each commercial, or invest millions in creating automated, fancy buying strategies. The upshot : Small ad agencies tend to finance a lot of their business through licensing agreements, because if they moved into the live TV streaming market they'd have very little negotiating leverage. It",0.0,0.5135579109191895,"Over two decades, small ad groups have built their business not by competing more aggressively, but by showcasing much larger groups. They've [[decreased]] expenses to cut costs, and funded advertising strategies that keep smaller and often cheaper ad spots top of mind with millennial audiences. New horizontal digital marketers may face some headwinds. [[that]] they can cut out the middleman and use the top - performing shows to make individual ad buys, they might struggle with the slice of the market where they only want to buy one ad spot, so their ad is the same placement during both the traditional TV commercials and live broadcast. Most traditional advertisers can afford to use only one or two spots during each commercial, or invest millions in creating automated, fancy buying strategies. The upshot : Small ad agencies tend to finance a lot of their business through licensing agreements, because if they moved into the live TV streaming market they'd have very little negotiating leverage. It",Successful
77,1.0,245.0,1.0,0.028664350509643555,"It's only because they're staying out of trouble that they're treated like rabble - rousers. With so many people with the financial means at their disposal, the only problem they have to contend with is that they have [[another]] secret weapon up their sleeves. What is that secret weapon? [[General]] credit card balances. To hear the actual words that financial tycoon Mike Bloomberg used to [[describe]] the concept that Americans should use their credit cards like they're texting [[bank]] for [[making]] handshakes at the board meeting seems fairly clear : Nowhere in our economic system is the ticket to prosperity and wealth more [[important]] than the credit card. But what we call "" electronic wealth "" is mostly what's left over if you spend no money on [[anything]] other than electricity, boats and houses. Your credit card is a checkbook filled with money that you've been sitting on because you didn't think that your spending habits were",0.0,0.5380254983901978,"It's only because they're staying out of trouble that they're treated like rabble - rousers. With so many people with the financial means at their disposal, the only problem they have to contend with is that they have [[some]] secret weapon up their sleeves. What is that secret weapon? [[fucking]] credit card balances. To hear the actual words that financial tycoon Mike Bloomberg used to [[push]] the concept that Americans should use their credit cards like they're texting [[banks]] for [[cash]] handshakes at the board meeting seems fairly clear : Nowhere in our economic system is the ticket to prosperity and wealth more [[crucial]] than the credit card. But what we call "" electronic wealth "" is mostly what's left over if you spend no money on [[means]] other than electricity, boats and houses. Your credit card is a checkbook filled with money that you've been sitting on because you didn't think that your spending habits were",Successful
81,1.0,160.0,1.0,0.44514352083206177,"[[This]] are hardly the only credible reasons to fear widespread financial contagion. Companies of all shapes, sizes and edifices simply cannot survive without the money of their customers and potential clientele that comes with lending, not withdrawals. No more, for it is not a privilege to be a bank. If a financial firm must pay customers a fixed amount of money to invest in its business ( and as a consequence it must actually lend to other businesses ) it cannot exist without people with money from others. The bank might, of course, borrow collateral from others for the bank to lend to other companies. Unfortunately, even I am not an omnipotent financial calamity, and the bank has some good options. The view I just presented, that funding firms may at any time suffer severe losses, arises from a striking number of observations and cases ( I'm looking at you, JPMorgan Chase ), and many other",0.0,0.9004724621772766,"[[these]] are hardly the only credible reasons to fear widespread financial contagion. Companies of all shapes, sizes and edifices simply cannot survive without the money of their customers and potential clientele that comes with lending, not withdrawals. No more, for it is not a privilege to be a bank. If a financial firm must pay customers a fixed amount of money to invest in its business ( and as a consequence it must actually lend to other businesses ) it cannot exist without people with money from others. The bank might, of course, borrow collateral from others for the bank to lend to other companies. Unfortunately, even I am not an omnipotent financial calamity, and the bank has some good options. The view I just presented, that funding firms may at any time suffer severe losses, arises from a striking number of observations and cases ( I'm looking at you, JPMorgan Chase ), and many other",Successful
88,1.0,284.0,1.0,0.003290057182312012,"Creativity of Learning Projections for Electrical Engineering and Construction ( PHER - 06 ) [[The]] PHER - 06 is [[designed]] for students who are interested in studying computers and electrical engineering. Graduate Division Project : [[Computer]] - Aided Education with Optical Generators [[Using]] Seamless, Plastic - Resistant Materials and Light Sources Through the use of a computer - aided design ( CAD ) application, students will develop a computer - aided education component with the [[goal]] of giving students the skills necessary to conduct an indoor engineering workshop in a manner that promotes the cultivation of both visibility and [[control]] of structural elements in our technology - laden [[world]]. [[The]] Convex Plate Module Department of Architecture Teaching Annual Performance and Competition for Various Modules for Architecture [[Instruction]] in Placement, Lectures, and Research Checklist for Summer ( P - E - E - S ) Spring / Summer 2018 Spring / Summer 2018 Spring / Summer 2018 Spring / Summer 2018",0.0,0.68644118309021,"Creativity of Learning Projections for Electrical Engineering and Construction ( PHER - 06 ) [[this]] PHER - 06 is [[created]] for students who are interested in studying computers and electrical engineering. Graduate Division Project : [[technology]] - Aided Education with Optical Generators [[featuring]] Seamless, Plastic - Resistant Materials and Light Sources Through the use of a computer - aided design ( CAD ) application, students will develop a computer - aided education component with the [[envisioned]] of giving students the skills necessary to conduct an indoor engineering workshop in a manner that promotes the cultivation of both visibility and [[strength]] of structural elements in our technology - laden [[construction]]. [[a]] Convex Plate Module Department of Architecture Teaching Annual Performance and Competition for Various Modules for Architecture [[engaging]] in Placement, Lectures, and Research Checklist for Summer ( P - E - E - S ) Spring / Summer 2018 Spring / Summer 2018 Spring / Summer 2018 Spring / Summer 2018",Successful
90,1.0,207.0,1.0,0.09278565645217897,"[[This]], critics argue, have [[led]] police to target African - American and Latino [[drivers]], while inflating the risks of other drivers. Alvin Williams, an attorney for Staley, took issue with the [[law's]] expansion and relegation of civil rights, saying laws like this are targeted for Republican politicians because of the historic GOP vote to dismantle it. The law raises questions about "" whether law enforcement has some kind of racism problem, "" he said. Williams said that during Staley's arrest last year, a sergeant told him that Staley was innocent. But Williams, the legislative and legal director for the Mississippi NAACP, said that policy echoed practices across the country. The civil rights claims were first brought in 2012, when Chase Staley, a black driver, was pulled over by an officer for impeding traffic. Davis, his lawyer, told the judge that the sergeant made derogatory comments about Staley's race "" and",0.0,0.6415892839431763,"[[those]], critics argue, have [[lobbied]] police to target African - American and Latino [[driving]], while inflating the risks of other drivers. Alvin Williams, an attorney for Staley, took issue with the [[legislative]] expansion and relegation of civil rights, saying laws like this are targeted for Republican politicians because of the historic GOP vote to dismantle it. The law raises questions about "" whether law enforcement has some kind of racism problem, "" he said. Williams said that during Staley's arrest last year, a sergeant told him that Staley was innocent. But Williams, the legislative and legal director for the Mississippi NAACP, said that policy echoed practices across the country. The civil rights claims were first brought in 2012, when Chase Staley, a black driver, was pulled over by an officer for impeding traffic. Davis, his lawyer, told the judge that the sergeant made derogatory comments about Staley's race "" and",Successful
